Ball,Runs,Bowler,Batsman,Speed,Pitch Length,Pitch Line
23.2,4,R Khan,J Bairstow,89.5 km/h,full length,just outside off stump.
23.1,0,R Khan,J Bairstow,89.7 km/h,good length,on middle stump.
22.6,1,M Nabi,J Bairstow,85.9 km/h,good length,on middle stump.
22.5,1,M Nabi,J Root,80.0 km/h,good length,on middle stump.
22.4,0,M Nabi,J Root,81.8 km/h,good length,going down leg.
22.3,1,M Nabi,J Bairstow,81.7 km/h,short length,on off stump.
22.2,0,M Nabi,J Bairstow,80.9 km/h,full length,just outside off stump.
22.1,3,M Nabi,J Root,89.1 km/h,good length,outside off stump.
21.6,0,G Naib,J Bairstow,125.5 km/h,full length,outside off stump.
21.5,2,G Naib,J Bairstow,124.0 km/h,good length,just outside off stump.
21.4,0,G Naib,J Bairstow,126.1 km/h,good length,on middle stump.
21.3,0,G Naib,J Bairstow,123.3 km/h,short length,on off stump.
21.2,1,G Naib,J Root,124.1 km/h,full length,just outside off stump.
21.1,0,G Naib,J Root,120.6 km/h,short length,just outside off stump.
20.6,0,R Khan,J Bairstow,93.8 km/h,good length,just outside off stump.
20.5,0,R Khan,J Bairstow,99.9 km/h,good length,outside off stump.
20.4,0,R Khan,J Bairstow,91.2 km/h,short length,on off stump.
20.3,1,R Khan,J Root,92.2 km/h,good length,just outside off stump.
20.2,0,R Khan,J Root,89.3 km/h,good length,just outside off stump.
20.1,2,R Khan,J Root,86.1 km/h,full length,just outside off stump.
19.6,4,G Naib,J Bairstow,125.0 km/h,good length,outside off stump.
19.5,1,G Naib,J Root,123.9 km/h,good length,on middle stump.
19.4,1,G Naib,J Bairstow,122.2 km/h,short length,just outside off stump.
19.3,1,G Naib,J Root,120.6 km/h,good length,just outside off stump.
19.2,0,G Naib,J Root,125.0 km/h,full length,on leg stump.
19.1,1,G Naib,J Bairstow,124.2 km/h,full length,going down leg.
18.6,1,R Khan,J Bairstow,86.7 km/h,good length,just outside off stump.
18.5,2,R Khan,J Bairstow,93.9 km/h,full length,outside off stump.
18.4,1,R Khan,J Root,86.7 km/h,good length,on middle stump.
18.3,0,R Khan,J Root,93.8 km/h,good length,just outside off stump.
18.2,2,R Khan,J Root,96.4 km/h,good length,outside off stump.
18.1,0,R Khan,J Root,97.4 km/h,short length,going down leg.
17.6,0,G Naib,J Bairstow,124.7 km/h,good length,just outside off stump.
17.5,1,G Naib,J Root,125.2 km/h,good length,going down leg.
17.4,1,G Naib,J Bairstow,119.1 km/h,good length,just outside off stump.
17.3,0,G Naib,J Bairstow,122.6 km/h,full length,just outside off stump.
17.2,4,G Naib,J Bairstow,101.4 km/h,good length,on off stump.
17.1,0,G Naib,J Bairstow,129.3 km/h,full length,on off stump.
16.6,1,R Shah,J Bairstow,84.1 km/h,short length,outside off stump.
16.5,1,R Shah,J Root,83.8 km/h,good length,outside off stump.
16.4,2,R Shah,J Root,85.7 km/h,good length,outside off stump.
16.3,2,R Shah,J Root,79.8 km/h,good length,on middle stump.
16.2,4,R Shah,J Root,82.1 km/h,full length,just outside off stump.
16.1,1,R Shah,J Bairstow,83.6 km/h,good length,outside off stump.
15.6,1,G Naib,J Bairstow,126.9 km/h,good length,outside off stump.
15.5,0,G Naib,J Bairstow,122.4 km/h,full length,just outside off stump.
15.4,0,G Naib,J Bairstow,,,
15.3,1,G Naib,J Root,119.5 km/h,short length,going down leg.
15.2,1,G Naib,J Bairstow,128.0 km/h,good length,on middle stump.
15.1,0,G Naib,J Bairstow,98.7 km/h,short length,on leg stump.
14.6,0,M Nabi,J Root,80.1 km/h,good length,going down leg.
14.5,1,M Nabi,J Bairstow,83.7 km/h,short length,going down leg.
14.4,0,M Nabi,J Bairstow,87.1 km/h,good length,on off stump.
14.3,1,M Nabi,J Root,86.6 km/h,good length,going down leg.
14.2,1,M Nabi,J Bairstow,87.5 km/h,good length,just outside off stump.
14.1,1,M Nabi,J Root,82.8 km/h,good length,on leg stump.
13.6,0,R Shah,J Bairstow,86.1 km/h,good length,just outside off stump.
13.5,6,R Shah,J Bairstow,88.4 km/h,full length,outside off stump.
13.4,1,R Shah,J Root,84.4 km/h,good length,outside off stump.
13.3,0,R Shah,J Root,93.1 km/h,good length,just outside off stump.
13.2,1,R Shah,J Bairstow,83.5 km/h,good length,outside off stump.
13.1,0,R Shah,J Bairstow,82.4 km/h,good length,just outside off stump.
12.6,0,G Naib,J Root,129.2 km/h,short length,on off stump.
12.5,0,G Naib,J Root,126.1 km/h,full length,just outside off stump.
12.4,0,G Naib,J Root,125.4 km/h,good length,outside off stump.
12.3,1,G Naib,J Bairstow,125.1 km/h,full length,outside off stump.
12.2,0,G Naib,J Bairstow,123.4 km/h,good length,on off stump.
12.1,0,G Naib,J Bairstow,98.6 km/h,good length,outside off stump.
11.6,4,M Nabi,J Root,87.3 km/h,short length,outside off stump.
11.5,1,M Nabi,J Bairstow,86.3 km/h,good length,going down leg.
11.4,1,M Nabi,J Root,87.9 km/h,full toss,outside off stump.
11.3,1,M Nabi,J Bairstow,88.9 km/h,good length,just outside off stump.
11.2,4,M Nabi,J Bairstow,85.1 km/h,full length,outside off stump.
11.1,0,M Nabi,J Bairstow,91.0 km/h,good length,on leg stump.
10.6,0,M Ur Rahman,J Root,95.6 km/h,good length,on middle stump.
10.5,0,M Ur Rahman,J Root,95.5 km/h,good length,on middle stump.
10.4,0,M Ur Rahman,J Root,91.8 km/h,short length,on off stump.
10.3,1,M Ur Rahman,J Bairstow,87.7 km/h,short length,on leg stump.
10.2,0,M Ur Rahman,J Bairstow,87.9 km/h,good length,on off stump.
10.1,1,M Ur Rahman,J Root,86.6 km/h,good length,on leg stump.
9.6,0,D Zadran,J Bairstow,133.0 km/h,good length,on leg stump.
9.5,0,D Zadran,J Bairstow,134.8 km/h,good length,just outside off stump.
9.4,1,D Zadran,J Root,135.1 km/h,short length,outside off stump.
9.4,1Wd,D Zadran,J Root,,,
9.3,W,D Zadran,J Vince,131.4 km/h,short length,on middle stump.
9.2,2,D Zadran,J Vince,128.4 km/h,short length,outside off stump.
9.1,0,D Zadran,J Vince,130.8 km/h,short length,outside off stump.
8.6,0,M Ur Rahman,J Bairstow,89.3 km/h,good length,just outside off stump.
8.5,0,M Ur Rahman,J Bairstow,,,
8.4,1,M Ur Rahman,J Vince,94.2 km/h,short length,just outside off stump.
8.3,0,M Ur Rahman,J Vince,99.4 km/h,good length,just outside off stump.
8.2,1,M Ur Rahman,J Bairstow,88.9 km/h,good length,on leg stump.
8.1,0,M Ur Rahman,J Bairstow,89.7 km/h,full length,on off stump.
7.6,0,D Zadran,J Vince,130.9 km/h,short length,just outside off stump.
7.5,2,D Zadran,J Vince,135.1 km/h,short length,outside off stump.
7.4,2,D Zadran,J Vince,135.4 km/h,good length,outside off stump.
7.3,0,D Zadran,J Vince,123.1 km/h,short length,outside off stump.
7.2,4,D Zadran,J Vince,138.4 km/h,good length,on off stump.
7.1,0,D Zadran,J Vince,133.7 km/h,short length,on off stump.
6.6,0,M Ur Rahman,J Bairstow,85.5 km/h,good length,just outside off stump.
6.5,0,M Ur Rahman,J Bairstow,92.4 km/h,good length,on middle stump.
6.4,0,M Ur Rahman,J Bairstow,91.2 km/h,good length,on middle stump.
6.3,0,M Ur Rahman,J Bairstow,,,
6.3,1Wd,M Ur Rahman,J Bairstow,,,
6.2,0,M Ur Rahman,J Bairstow,89.9 km/h,good length,on middle stump.
6.1,1,M Ur Rahman,J Vince,92.2 km/h,short length,going down leg.
5.6,1,D Zadran,J Vince,132.5 km/h,short length,on off stump.
5.5,0,D Zadran,J Vince,134.7 km/h,good length,just outside off stump.
5.4,4,D Zadran,J Vince,131.7 km/h,short length,outside off stump.
5.3,1,D Zadran,J Bairstow,136.7 km/h,short length,just outside off stump.
5.2,0,D Zadran,J Bairstow,139.9 km/h,good length,on off stump.
5.1,4,D Zadran,J Bairstow,140.6 km/h,short length,on off stump.
4.6,0,M Ur Rahman,J Vince,97.4 km/h,good length,just outside off stump.
4.5,0,M Ur Rahman,J Vince,90.8 km/h,short length,on off stump.
4.4,1,M Ur Rahman,J Bairstow,88.9 km/h,good length,on middle stump.
4.3,4,M Ur Rahman,J Bairstow,82.6 km/h,full length,just outside off stump.
4.2,0,M Ur Rahman,J Bairstow,89.5 km/h,good length,just outside off stump.
4.1,0,M Ur Rahman,J Bairstow,89.4 km/h,good length,outside off stump.
3.6,0,D Zadran,J Vince,133.4 km/h,good length,on middle stump.
3.5,0,D Zadran,J Vince,137.4 km/h,good length,on middle stump.
3.4,0,D Zadran,J Vince,134.3 km/h,good length,just outside off stump.
3.3,0,D Zadran,J Vince,132.8 km/h,short length,just outside off stump.
3.2,1,D Zadran,J Bairstow,132.0 km/h,short length,just outside off stump.
3.1,0,D Zadran,J Bairstow,134.6 km/h,short length,outside off stump.
2.6,3,M Ur Rahman,J Bairstow,93.3 km/h,good length,outside off stump.
2.5,0,M Ur Rahman,J Bairstow,89.5 km/h,good length,on middle stump.
2.4,0,M Ur Rahman,J Bairstow,86.3 km/h,short length,outside off stump.
2.3,0,M Ur Rahman,J Bairstow,93.9 km/h,good length,on leg stump.
2.2,0,M Ur Rahman,J Bairstow,92.2 km/h,good length,just outside off stump.
2.1,0,M Ur Rahman,J Bairstow,88.7 km/h,good length,just outside off stump.
1.6,0,D Zadran,J Vince,137.3 km/h,short length,just outside off stump.
1.5,1,D Zadran,J Bairstow,131.5 km/h,short length,on middle stump.
1.4,1,D Zadran,J Vince,137.8 km/h,full length,on middle stump.
1.3,0,D Zadran,J Vince,131.2 km/h,good length,just outside off stump.
1.2,4,D Zadran,J Vince,134.7 km/h,short length,just outside off stump.
1.1,1,D Zadran,J Bairstow,132.9 km/h,short length,going down leg.
0.6,0,M Ur Rahman,J Vince,87.8 km/h,good length,on leg stump.
0.5,0,M Ur Rahman,J Vince,86.0 km/h,short length,just outside off stump.
0.4,2,M Ur Rahman,J Vince,89.7 km/h,good length,on middle stump.
0.3,0,M Ur Rahman,J Vince,88.8 km/h,good length,just outside off stump.
0.2,2,M Ur Rahman,J Vince,90.4 km/h,good length,going down leg.
0.1,0,M Ur Rahman,J Vince,90.2 km/h,good length,on leg stump.
48.3,4,A Phehlukwayo,K Williamson,109.8 km/h,good length,outside off stump.
48.2,6,A Phehlukwayo,K Williamson,109.0 km/h,good length,outside off stump.
48.1,1,A Phehlukwayo,M Santner,113.5 km/h,short length,on middle stump.
47.6,4,L Ngidi,K Williamson,112.6 km/h,full length,just outside off stump.
47.5,1,L Ngidi,M Santner,115.7 km/h,short length,outside off stump.
47.4,0,L Ngidi,M Santner,114.5 km/h,good length,outside off stump.
47.3,1,L Ngidi,K Williamson,114.6 km/h,good length,just outside off stump.
47.2,0,L Ngidi,K Williamson,111.5 km/h,good length,on middle stump.
47.1,W,L Ngidi,C de Grandhomme,120.6 km/h,full length,outside off stump.
46.6,1,K Rabada,C de Grandhomme,116.3 km/h,short length,just outside off stump.
46.5,0,K Rabada,C de Grandhomme,143.5 km/h,short length,just outside off stump.
46.4,1,K Rabada,K Williamson,136.3 km/h,short length,just outside off stump.
46.3,0,K Rabada,K Williamson,137.7 km/h,short length,just outside off stump.
46.2,0,K Rabada,K Williamson,135.5 km/h,short length,on off stump.
46.1,1,K Rabada,C de Grandhomme,117.4 km/h,short length,outside off stump.
45.6,1,L Ngidi,C de Grandhomme,107.6 km/h,short length,on middle stump.
45.6,1Wd,L Ngidi,C de Grandhomme,,,
45.5,4,L Ngidi,C de Grandhomme,109.4 km/h,short length,on off stump.
45.4,0,L Ngidi,C de Grandhomme,117.1 km/h,good length,outside off stump.
45.3,1,L Ngidi,K Williamson,111.3 km/h,full length,outside off stump.
45.2,1,L Ngidi,C de Grandhomme,109.6 km/h,short length,going down leg.
45.1,1,L Ngidi,K Williamson,115.3 km/h,full length,just outside off stump.
44.6,4,C Morris,C de Grandhomme,135.5 km/h,good length,on off stump.
44.5,0,C Morris,C de Grandhomme,133.7 km/h,full toss,on off stump.
44.4,0,C Morris,C de Grandhomme,136.4 km/h,good length,just outside off stump.
44.3,1,C Morris,K Williamson,135.9 km/h,good length,just outside off stump.
44.2,0,C Morris,K Williamson,137.4 km/h,full length,just outside off stump.
44.1,0,C Morris,K Williamson,133.3 km/h,full length,on off stump.
43.6,1,A Phehlukwayo,K Williamson,114.6 km/h,short length,going down leg.
43.5,1,A Phehlukwayo,C de Grandhomme,112.0 km/h,good length,just outside off stump.
43.5,2Nb,A Phehlukwayo,K Williamson,,,
43.4,2,A Phehlukwayo,K Williamson,113.4 km/h,short length,just outside off stump.
43.3,1,A Phehlukwayo,C de Grandhomme,130.7 km/h,full toss,going down leg.
43.2,4,A Phehlukwayo,C de Grandhomme,112.7 km/h,good length,outside off stump.
43.1,1,A Phehlukwayo,K Williamson,112.0 km/h,full length,on middle stump.
42.6,1,C Morris,K Williamson,138.4 km/h,good length,just outside off stump.
42.5,1,C Morris,C de Grandhomme,136.4 km/h,full length,on leg stump.
42.4,0,C Morris,C de Grandhomme,132.3 km/h,good length,just outside off stump.
42.3,0,C Morris,C de Grandhomme,124.8 km/h,good length,outside off stump.
42.2,1,C Morris,K Williamson,135.8 km/h,good length,outside off stump.
42.1,0,C Morris,K Williamson,134.0 km/h,good length,outside off stump.
41.6,1,A Phehlukwayo,K Williamson,110.1 km/h,short length,outside off stump.
41.5,1,A Phehlukwayo,C de Grandhomme,125.7 km/h,full toss,on middle stump.
41.4,1,A Phehlukwayo,K Williamson,112.1 km/h,good length,on middle stump.
41.3,1,A Phehlukwayo,C de Grandhomme,115.6 km/h,short length,on middle stump.
41.2,1,A Phehlukwayo,K Williamson,114.7 km/h,short length,outside off stump.
41.1,1,A Phehlukwayo,C de Grandhomme,107.5 km/h,good length,just outside off stump.
40.6,1,K Rabada,C de Grandhomme,139.1 km/h,good length,just outside off stump.
40.5,0,K Rabada,C de Grandhomme,141.4 km/h,short length,on off stump.
40.4,0,K Rabada,C de Grandhomme,146.4 km/h,short length,on middle stump.
40.3,4,K Rabada,C de Grandhomme,141.4 km/h,short length,just outside off stump.
40.2,0,K Rabada,C de Grandhomme,141.7 km/h,good length,outside off stump.
40.1,1Lb,K Rabada,K Williamson,,,
39.6,1,L Ngidi,K Williamson,133.0 km/h,full length,on middle stump.
39.5,0,L Ngidi,K Williamson,110.8 km/h,good length,on off stump.
39.4,0,L Ngidi,K Williamson,109.0 km/h,good length,on off stump.
39.3,0,L Ngidi,K Williamson,110.0 km/h,short length,on off stump.
39.2,0,L Ngidi,K Williamson,116.3 km/h,good length,outside off stump.
39.1,0,L Ngidi,K Williamson,134.3 km/h,short length,just outside off stump.
38.6,2,K Rabada,C de Grandhomme,139.2 km/h,good length,on leg stump.
38.5,2,K Rabada,C de Grandhomme,115.9 km/h,good length,outside off stump.
38.4,0,K Rabada,C de Grandhomme,,,
38.3,6,K Rabada,C de Grandhomme,139.8 km/h,short length,just outside off stump.
38.2,0,K Rabada,C de Grandhomme,119.4 km/h,short length,just outside off stump.
38.1,0,K Rabada,C de Grandhomme,140.2 km/h,good length,on middle stump.
37.6,0,I Tahir,K Williamson,82.7 km/h,good length,outside off stump.
37.5,0,I Tahir,K Williamson,80.0 km/h,good length,outside off stump.
37.4,1,I Tahir,C de Grandhomme,85.5 km/h,good length,going down leg.
37.3,1,I Tahir,K Williamson,87.0 km/h,full length,on middle stump.
37.2,1,I Tahir,C de Grandhomme,86.3 km/h,good length,on middle stump.
37.1,1,I Tahir,K Williamson,,,
36.6,0,A Phehlukwayo,C de Grandhomme,127.0 km/h,good length,just outside off stump.
36.5,1,A Phehlukwayo,K Williamson,125.6 km/h,good length,just outside off stump.
36.4,0,A Phehlukwayo,K Williamson,114.7 km/h,good length,outside off stump.
36.3,1,A Phehlukwayo,C de Grandhomme,113.4 km/h,short length,on middle stump.
36.2,6,A Phehlukwayo,C de Grandhomme,126.7 km/h,short length,on middle stump.
36.1,1,A Phehlukwayo,K Williamson,125.7 km/h,full length,going down leg.
35.6,1,I Tahir,K Williamson,84.5 km/h,good length,on middle stump.
35.5,1,I Tahir,C de Grandhomme,82.8 km/h,full length,on middle stump.
35.4,0,I Tahir,C de Grandhomme,82.0 km/h,full length,on middle stump.
35.3,1,I Tahir,K Williamson,83.5 km/h,full length,just outside off stump.
35.2,1,I Tahir,C de Grandhomme,94.4 km/h,short length,on middle stump.
35.1,2,I Tahir,C de Grandhomme,86.2 km/h,good length,on leg stump.
34.6,0,C Morris,K Williamson,139.6 km/h,full length,outside off stump.
34.5,4,C Morris,K Williamson,138.2 km/h,short length,outside off stump.
34.4,0,C Morris,K Williamson,134.0 km/h,short length,outside off stump.
34.3,0,C Morris,K Williamson,137.0 km/h,short length,just outside off stump.
34.2,1,C Morris,C de Grandhomme,135.8 km/h,full length,outside off stump.
34.1,1,C Morris,K Williamson,134.8 km/h,short length,just outside off stump.
33.6,0,I Tahir,C de Grandhomme,84.1 km/h,good length,just outside off stump.
33.5,1,I Tahir,K Williamson,94.0 km/h,good length,on middle stump.
33.4,0,I Tahir,K Williamson,83.6 km/h,good length,on off stump.
33.3,0,I Tahir,K Williamson,85.9 km/h,good length,on off stump.
33.2,1,I Tahir,C de Grandhomme,82.3 km/h,good length,just outside off stump.
33.1,1,I Tahir,K Williamson,82.9 km/h,full length,on middle stump.
32.6,2,C Morris,C de Grandhomme,125.6 km/h,good length,on middle stump.
32.5,0,C Morris,C de Grandhomme,135.2 km/h,full length,just outside off stump.
32.4,4,C Morris,C de Grandhomme,135.0 km/h,full length,on middle stump.
32.3,2,C Morris,C de Grandhomme,138.8 km/h,good length,outside off stump.
32.2,W,C Morris,J Neesham,136.5 km/h,good length,just outside off stump.
32.1,1,C Morris,K Williamson,,,
31.6,0,A Phehlukwayo,J Neesham,127.0 km/h,good length,on middle stump.
31.5,4,A Phehlukwayo,J Neesham,129.6 km/h,full length,just outside off stump.
31.4,1,A Phehlukwayo,K Williamson,,,
31.3,0,A Phehlukwayo,K Williamson,,,
31.2,0,A Phehlukwayo,K Williamson,130.8 km/h,short length,on middle stump.
31.1,4,A Phehlukwayo,K Williamson,129.1 km/h,good length,outside off stump.
31.1,1Wd,A Phehlukwayo,K Williamson,,,
31.1,1Wd,A Phehlukwayo,K Williamson,,,
30.6,0,K Rabada,J Neesham,139.2 km/h,short length,going down leg.
30.5,0,K Rabada,J Neesham,106.5 km/h,short length,just outside off stump.
30.4,1,K Rabada,K Williamson,140.2 km/h,short length,outside off stump.
30.3,0,K Rabada,K Williamson,140.2 km/h,short length,outside off stump.
30.2,0,K Rabada,K Williamson,140.6 km/h,good length,outside off stump.
30.1,0,K Rabada,K Williamson,142.0 km/h,short length,just outside off stump.
29.6,1,A Phehlukwayo,K Williamson,,,
29.5,2,A Phehlukwayo,K Williamson,126.9 km/h,short length,outside off stump.
29.4,0,A Phehlukwayo,K Williamson,113.0 km/h,short length,outside off stump.
29.3,0,A Phehlukwayo,K Williamson,125.1 km/h,full length,just outside off stump.
29.2,0,A Phehlukwayo,K Williamson,131.0 km/h,good length,outside off stump.
29.1,1,A Phehlukwayo,J Neesham,122.4 km/h,short length,going down leg.
29.1,1Wd,A Phehlukwayo,J Neesham,,,
28.6,0,K Rabada,K Williamson,142.5 km/h,short length,on middle stump.
28.5,2,K Rabada,K Williamson,143.2 km/h,good length,outside off stump.
28.4,0,K Rabada,K Williamson,142.5 km/h,short length,just outside off stump.
28.3,1,K Rabada,J Neesham,139.2 km/h,good length,on leg stump.
28.2,0,K Rabada,J Neesham,140.2 km/h,short length,on off stump.
28.1,1,K Rabada,K Williamson,139.7 km/h,short length,on off stump.
27.6,1,I Tahir,K Williamson,80.6 km/h,full length,going down leg.
27.5,0,I Tahir,K Williamson,82.0 km/h,good length,going down leg.
27.4,1,I Tahir,J Neesham,77.8 km/h,good length,outside off stump.
27.3,0,I Tahir,J Neesham,,,
27.2,0,I Tahir,J Neesham,81.5 km/h,good length,on middle stump.
27.1,4,I Tahir,J Neesham,81.1 km/h,good length,on middle stump.
26.6,2,L Ngidi,K Williamson,112.2 km/h,full length,on off stump.
26.5,0,L Ngidi,K Williamson,137.3 km/h,full length,on middle stump.
26.4,1,L Ngidi,J Neesham,116.7 km/h,short length,just outside off stump.
26.3,1,L Ngidi,K Williamson,108.6 km/h,good length,just outside off stump.
26.2,0,L Ngidi,K Williamson,,,
26.1,0,L Ngidi,K Williamson,138.7 km/h,good length,just outside off stump.
25.6,0,I Tahir,J Neesham,,,
